Entity,Code,Year,LGBT+ employment discrimination (historical)
Saudi Arabia,SAU,2003,No protections
Saudi Arabia,SAU,2004,No protections
Saudi Arabia,SAU,2005,No protections
Saudi Arabia,SAU,2006,No protections
Saudi Arabia,SAU,2007,No protections
Saudi Arabia,SAU,2008,No protections
Saudi Arabia,SAU,2009,No protections
Saudi Arabia,SAU,2010,No protections
Saudi Arabia,SAU,2011,No protections
Saudi Arabia,SAU,2012,No protections
Saudi Arabia,SAU,2013,No protections
Saudi Arabia,SAU,2014,No protections
Saudi Arabia,SAU,2015,No protections
Saudi Arabia,SAU,2016,No protections
Saudi Arabia,SAU,2017,No protections
Saudi Arabia,SAU,2018,No protections
Saudi Arabia,SAU,2019,No protections
Saudi Arabia,SAU,2020,No protections
Saudi Arabia,SAU,2021,No protections
Saudi Arabia,SAU,2022,No protections
Saudi Arabia,SAU,2023,No protections
Saudi Arabia,SAU,2024,No protections
Senegal,SEN,1966,No protections
Senegal,SEN,1967,No protections
Senegal,SEN,1968,No protections
Senegal,SEN,1969,No protections
Senegal,SEN,1970,No protections
Senegal,SEN,1971,No protections
Senegal,SEN,1972,No protections
Senegal,SEN,1973,No protections
Senegal,SEN,1974,No protections
Senegal,SEN,1975,No protections
Senegal,SEN,1976,No protections
Senegal,SEN,1977,No protections
Senegal,SEN,1978,No protections
Senegal,SEN,1979,No protections
Senegal,SEN,1980,No protections
Senegal,SEN,1981,No protections
Senegal,SEN,1982,No protections
Senegal,SEN,1983,No protections
Senegal,SEN,1984,No protections
Senegal,SEN,1985,No protections
Senegal,SEN,1986,No protections
Senegal,SEN,1987,No protections
Senegal,SEN,1988,No protections
Senegal,SEN,1989,No protections
Senegal,SEN,1990,No protections
Senegal,SEN,1991,No protections
Senegal,SEN,1992,No protections
Senegal,SEN,1993,No protections
Senegal,SEN,1994,No protections
Senegal,SEN,1995,No protections
Senegal,SEN,1996,No protections
Senegal,SEN,1997,No protections
Senegal,SEN,1998,No protections
Senegal,SEN,1999,No protections
Senegal,SEN,2000,No protections
Senegal,SEN,2001,No protections
Senegal,SEN,2002,No protections
Senegal,SEN,2003,No protections
Senegal,SEN,2004,No protections
Senegal,SEN,2005,No protections
Senegal,SEN,2006,No protections
Senegal,SEN,2007,No protections
Senegal,SEN,2008,No protections
Senegal,SEN,2009,No protections
Senegal,SEN,2010,No protections
Senegal,SEN,2011,No protections
Senegal,SEN,2012,No protections
Senegal,SEN,2013,No protections
Senegal,SEN,2014,No protections
Senegal,SEN,2015,No protections
Senegal,SEN,2016,No protections
Senegal,SEN,2017,No protections
Senegal,SEN,2018,No protections
Senegal,SEN,2019,No protections
Senegal,SEN,2020,No protections
Senegal,SEN,2021,No protections
Senegal,SEN,2022,No protections
Senegal,SEN,2023,No protections
Senegal,SEN,2024,No protections
Serbia,SRB,2001,Ambiguous
Serbia,SRB,2002,Ambiguous
Serbia,SRB,2003,Ambiguous
Serbia,SRB,2004,Ambiguous
Serbia,SRB,2005,Sexual orientation only
Serbia,SRB,2006,Sexual orientation only
Serbia,SRB,2007,Sexual orientation only
Serbia,SRB,2008,Sexual orientation only
Serbia,SRB,2009,Sexual orientation and gender identity
Serbia,SRB,2010,Sexual orientation and gender identity
Serbia,SRB,2011,Sexual orientation and gender identity
Serbia,SRB,2012,Sexual orientation and gender identity
Serbia,SRB,2013,Sexual orientation and gender identity
Serbia,SRB,2014,Sexual orientation and gender identity
Serbia,SRB,2015,Sexual orientation and gender identity
Serbia,SRB,2016,Sexual orientation and gender identity
Serbia,SRB,2017,Sexual orientation and gender identity
Serbia,SRB,2018,Sexual orientation and gender identity
Serbia,SRB,2019,Sexual orientation and gender identity
Serbia,SRB,2020,Sexual orientation and gender identity
Serbia,SRB,2021,Sexual orientation and gender identity
Serbia,SRB,2022,Sexual orientation and gender identity
Serbia,SRB,2023,Sexual orientation and gender identity
Serbia,SRB,2024,Sexual orientation and gender identity
Seychelles,SYC,2006,Sexual orientation only
Seychelles,SYC,2007,Sexual orientation only
Seychelles,SYC,2008,Sexual orientation only
Seychelles,SYC,2009,Sexual orientation only
Seychelles,SYC,2010,Sexual orientation only
Seychelles,SYC,2011,Sexual orientation only
Seychelles,SYC,2012,Sexual orientation only
Seychelles,SYC,2013,Sexual orientation only
Seychelles,SYC,2014,Sexual orientation only
Seychelles,SYC,2015,Sexual orientation only
Seychelles,SYC,2016,Sexual orientation only
Seychelles,SYC,2017,Sexual orientation only
Seychelles,SYC,2018,Sexual orientation only
Seychelles,SYC,2019,Sexual orientation only
Seychelles,SYC,2020,Sexual orientation only
Seychelles,SYC,2021,Sexual orientation only
Seychelles,SYC,2022,Sexual orientation only
Seychelles,SYC,2023,Sexual orientation only
Seychelles,SYC,2024,Sexual orientation only
Sierra Leone,SLE,2024,Ambiguous
Singapore,SGP,2024,Sexual orientation only
Slovakia,SVK,2004,Sexual orientation and gender identity
Slovakia,SVK,2005,Sexual orientation and gender identity
Slovakia,SVK,2006,Sexual orientation and gender identity
Slovakia,SVK,2007,Sexual orientation and gender identity
Slovakia,SVK,2008,Sexual orientation and gender identity
Slovakia,SVK,2009,Sexual orientation and gender identity
Slovakia,SVK,2010,Sexual orientation and gender identity
Slovakia,SVK,2011,Sexual orientation and gender identity
Slovakia,SVK,2012,Sexual orientation and gender identity
Slovakia,SVK,2013,Sexual orientation and gender identity
Slovakia,SVK,2014,Sexual orientation and gender identity
Slovakia,SVK,2015,Sexual orientation and gender identity
Slovakia,SVK,2016,Sexual orientation and gender identity
Slovakia,SVK,2017,Sexual orientation and gender identity
Slovakia,SVK,2018,Sexual orientation and gender identity
Slovakia,SVK,2019,Sexual orientation and gender identity
Slovakia,SVK,2020,Sexual orientation and gender identity
Slovakia,SVK,2021,Sexual orientation and gender identity
Slovakia,SVK,2022,Sexual orientation and gender identity
Slovakia,SVK,2023,Sexual orientation and gender identity
Slovakia,SVK,2024,Sexual orientation and gender identity
Slovenia,SVN,1995,Ambiguous
Slovenia,SVN,1996,Ambiguous
Slovenia,SVN,1997,Ambiguous
Slovenia,SVN,1998,Ambiguous
Slovenia,SVN,1999,Ambiguous
Slovenia,SVN,2000,Ambiguous
Slovenia,SVN,2001,Ambiguous
Slovenia,SVN,2003,Sexual orientation only
Slovenia,SVN,2004,Sexual orientation only
Slovenia,SVN,2005,Sexual orientation only
Slovenia,SVN,2006,Sexual orientation only
Slovenia,SVN,2007,Sexual orientation only
Slovenia,SVN,2008,Sexual orientation only
Slovenia,SVN,2009,Sexual orientation only
Slovenia,SVN,2010,Sexual orientation only
Slovenia,SVN,2011,Sexual orientation only
Slovenia,SVN,2012,Sexual orientation only
Slovenia,SVN,2013,Sexual orientation only
Slovenia,SVN,2014,Sexual orientation only
Slovenia,SVN,2015,Sexual orientation only
Slovenia,SVN,2016,Sexual orientation and gender identity
Slovenia,SVN,2017,Sexual orientation and gender identity
Slovenia,SVN,2018,Sexual orientation and gender identity
Slovenia,SVN,2019,Sexual orientation and gender identity
Slovenia,SVN,2020,Sexual orientation and gender identity
Slovenia,SVN,2021,Sexual orientation and gender identity
Slovenia,SVN,2022,Sexual orientation and gender identity
Slovenia,SVN,2023,Sexual orientation and gender identity
Slovenia,SVN,2024,Sexual orientation and gender identity
Solomon Islands,SLB,2024,No protections
Somalia,SOM,1962,No protections
Somalia,SOM,1963,No protections
Somalia,SOM,1964,No protections
Somalia,SOM,1965,No protections
Somalia,SOM,1966,No protections
Somalia,SOM,1967,No protections
Somalia,SOM,1968,No protections
Somalia,SOM,1969,No protections
Somalia,SOM,1970,No protections
Somalia,SOM,1971,No protections
Somalia,SOM,1972,No protections
Somalia,SOM,1973,No protections
Somalia,SOM,1974,No protections
Somalia,SOM,1975,No protections
Somalia,SOM,1976,No protections
Somalia,SOM,1977,No protections
Somalia,SOM,1978,No protections
Somalia,SOM,1979,No protections
Somalia,SOM,1980,No protections
Somalia,SOM,1981,No protections
Somalia,SOM,1982,No protections
Somalia,SOM,1983,No protections
Somalia,SOM,1984,No protections
Somalia,SOM,1985,No protections
Somalia,SOM,1986,No protections
Somalia,SOM,1987,No protections
Somalia,SOM,1988,No protections
Somalia,SOM,1989,No protections
Somalia,SOM,1990,No protections
Somalia,SOM,1991,No protections
Somalia,SOM,1992,No protections
Somalia,SOM,1993,No protections
Somalia,SOM,1994,No protections
Somalia,SOM,1995,No protections
Somalia,SOM,1996,No protections
Somalia,SOM,1997,No protections
Somalia,SOM,1998,No protections
Somalia,SOM,1999,No protections
Somalia,SOM,2000,No protections
Somalia,SOM,2001,No protections
Somalia,SOM,2002,No protections
Somalia,SOM,2003,No protections
Somalia,SOM,2004,No protections
Somalia,SOM,2005,No protections
Somalia,SOM,2006,No protections
Somalia,SOM,2007,No protections
Somalia,SOM,2008,No protections
Somalia,SOM,2009,No protections
Somalia,SOM,2010,No protections
Somalia,SOM,2011,No protections
Somalia,SOM,2012,No protections
Somalia,SOM,2013,No protections
Somalia,SOM,2014,No protections
Somalia,SOM,2015,No protections
Somalia,SOM,2016,No protections
Somalia,SOM,2017,No protections
Somalia,SOM,2018,No protections
Somalia,SOM,2019,No protections
Somalia,SOM,2020,No protections
Somalia,SOM,2021,No protections
Somalia,SOM,2022,No protections
Somalia,SOM,2023,No protections
Somalia,SOM,2024,No protections
South Africa,ZAF,1996,Sexual orientation and gender identity
South Africa,ZAF,1997,Sexual orientation and gender identity
South Africa,ZAF,1998,Sexual orientation and gender identity
South Africa,ZAF,1999,Sexual orientation and gender identity
South Africa,ZAF,2000,Sexual orientation and gender identity
South Africa,ZAF,2001,Sexual orientation and gender identity
South Africa,ZAF,2002,Sexual orientation and gender identity
South Africa,ZAF,2003,Sexual orientation and gender identity
South Africa,ZAF,2004,Sexual orientation and gender identity
South Africa,ZAF,2005,Sexual orientation and gender identity
South Africa,ZAF,2006,Sexual orientation and gender identity
South Africa,ZAF,2007,Sexual orientation and gender identity
South Africa,ZAF,2008,Sexual orientation and gender identity
South Africa,ZAF,2009,Sexual orientation and gender identity
South Africa,ZAF,2010,Sexual orientation and gender identity
South Africa,ZAF,2011,Sexual orientation and gender identity
South Africa,ZAF,2012,Sexual orientation and gender identity
South Africa,ZAF,2013,Sexual orientation and gender identity
South Africa,ZAF,2014,Sexual orientation and gender identity
South Africa,ZAF,2015,Sexual orientation and gender identity
South Africa,ZAF,2016,Sexual orientation and gender identity
South Africa,ZAF,2017,Sexual orientation and gender identity
South Africa,ZAF,2018,Sexual orientation and gender identity
South Africa,ZAF,2019,Sexual orientation and gender identity
South Africa,ZAF,2020,Sexual orientation and gender identity
South Africa,ZAF,2021,Sexual orientation and gender identity
South Africa,ZAF,2022,Sexual orientation and gender identity
South Africa,ZAF,2023,Sexual orientation and gender identity
South Africa,ZAF,2024,Sexual orientation and gender identity
South Korea,KOR,2024,Varies by region
South Sudan,SSD,2011,No protections
South Sudan,SSD,2012,No protections
South Sudan,SSD,2013,No protections
South Sudan,SSD,2014,No protections
South Sudan,SSD,2015,No protections
South Sudan,SSD,2016,No protections
South Sudan,SSD,2017,No protections
South Sudan,SSD,2018,No protections
South Sudan,SSD,2019,No protections
South Sudan,SSD,2020,No protections
South Sudan,SSD,2021,No protections
South Sudan,SSD,2022,No protections
South Sudan,SSD,2023,No protections
South Sudan,SSD,2024,No protections
Spain,ESP,1995,Sexual orientation only
Spain,ESP,1996,Sexual orientation only
Spain,ESP,1997,Sexual orientation only
Spain,ESP,1998,Sexual orientation only
Spain,ESP,1999,Sexual orientation only
Spain,ESP,2000,Sexual orientation only
Spain,ESP,2001,Sexual orientation only
Spain,ESP,2002,Sexual orientation only
Spain,ESP,2003,Sexual orientation only
Spain,ESP,2004,Sexual orientation only
Spain,ESP,2005,Sexual orientation only
Spain,ESP,2006,Sexual orientation only
Spain,ESP,2007,Sexual orientation only
Spain,ESP,2008,Sexual orientation only
Spain,ESP,2009,Sexual orientation only
Spain,ESP,2010,Sexual orientation only
Spain,ESP,2011,Sexual orientation only
Spain,ESP,2012,Sexual orientation only
Spain,ESP,2013,Sexual orientation only
Spain,ESP,2014,Sexual orientation only
Spain,ESP,2015,Sexual orientation only
Spain,ESP,2016,Sexual orientation only
Spain,ESP,2017,Sexual orientation only
Spain,ESP,2018,Sexual orientation only
Spain,ESP,2019,Sexual orientation only
Spain,ESP,2020,Sexual orientation only
Spain,ESP,2021,Sexual orientation only
Spain,ESP,2022,Sexual orientation and gender identity
Spain,ESP,2023,Sexual orientation and gender identity
Spain,ESP,2024,Sexual orientation and gender identity
Sri Lanka,LKA,2024,No protections
Sudan,SDN,1956,No protections
Sudan,SDN,1957,No protections
Sudan,SDN,1958,No protections
Sudan,SDN,1959,No protections
Sudan,SDN,1960,No protections
Sudan,SDN,1961,No protections
Sudan,SDN,1962,No protections
Sudan,SDN,1963,No protections
Sudan,SDN,1964,No protections
Sudan,SDN,1965,No protections
Sudan,SDN,1966,No protections
Sudan,SDN,1967,No protections
Sudan,SDN,1968,No protections
Sudan,SDN,1969,No protections
Sudan,SDN,1970,No protections
Sudan,SDN,1971,No protections
Sudan,SDN,1972,No protections
Sudan,SDN,1973,No protections
Sudan,SDN,1974,No protections
Sudan,SDN,1975,No protections
Sudan,SDN,1976,No protections
Sudan,SDN,1977,No protections
Sudan,SDN,1978,No protections
Sudan,SDN,1979,No protections
Sudan,SDN,1980,No protections
Sudan,SDN,1981,No protections
Sudan,SDN,1982,No protections
Sudan,SDN,1983,No protections
Sudan,SDN,1984,No protections
Sudan,SDN,1985,No protections
Sudan,SDN,1986,No protections
Sudan,SDN,1987,No protections
Sudan,SDN,1988,No protections
Sudan,SDN,1989,No protections
Sudan,SDN,1990,No protections
Sudan,SDN,1991,No protections
Sudan,SDN,1992,No protections
Sudan,SDN,1993,No protections
Sudan,SDN,1994,No protections
Sudan,SDN,1995,No protections
Sudan,SDN,1996,No protections
Sudan,SDN,1997,No protections
Sudan,SDN,1998,No protections
Sudan,SDN,1999,No protections
Sudan,SDN,2000,No protections
Sudan,SDN,2001,No protections
Sudan,SDN,2002,No protections
Sudan,SDN,2003,No protections
Sudan,SDN,2004,No protections
Sudan,SDN,2005,No protections
Sudan,SDN,2006,No protections
Sudan,SDN,2007,No protections
Sudan,SDN,2008,No protections
Sudan,SDN,2009,No protections
Sudan,SDN,2010,No protections
Sudan,SDN,2011,No protections
Sudan,SDN,2012,No protections
Sudan,SDN,2013,No protections
Sudan,SDN,2014,No protections
Sudan,SDN,2015,No protections
Sudan,SDN,2016,No protections
Sudan,SDN,2017,No protections
Sudan,SDN,2018,No protections
Sudan,SDN,2019,No protections
Sudan,SDN,2020,No protections
Sudan,SDN,2021,No protections
Sudan,SDN,2022,No protections
Sudan,SDN,2023,No protections
Sudan,SDN,2024,No protections
Suriname,SUR,2015,Sexual orientation only
Suriname,SUR,2016,Sexual orientation only
Suriname,SUR,2017,Sexual orientation only
Suriname,SUR,2018,Sexual orientation only
Suriname,SUR,2019,Sexual orientation only
Suriname,SUR,2020,Sexual orientation only
Suriname,SUR,2021,Sexual orientation only
Suriname,SUR,2022,Sexual orientation only
Suriname,SUR,2023,Sexual orientation only
Suriname,SUR,2024,Sexual orientation only
Sweden,SWE,1999,Sexual orientation and gender identity
Sweden,SWE,2000,Sexual orientation and gender identity
Sweden,SWE,2001,Sexual orientation and gender identity
Sweden,SWE,2002,Sexual orientation and gender identity
Sweden,SWE,2003,Sexual orientation and gender identity
Sweden,SWE,2004,Sexual orientation and gender identity
Sweden,SWE,2005,Sexual orientation and gender identity
Sweden,SWE,2006,Sexual orientation and gender identity
Sweden,SWE,2007,Sexual orientation and gender identity
Sweden,SWE,2008,Sexual orientation and gender identity
Sweden,SWE,2009,Sexual orientation and gender identity
Sweden,SWE,2010,Sexual orientation and gender identity
Sweden,SWE,2011,Sexual orientation and gender identity
Sweden,SWE,2012,Sexual orientation and gender identity
Sweden,SWE,2013,Sexual orientation and gender identity
Sweden,SWE,2014,Sexual orientation and gender identity
Sweden,SWE,2015,Sexual orientation and gender identity
Sweden,SWE,2016,Sexual orientation and gender identity
Sweden,SWE,2017,Sexual orientation and gender identity
Sweden,SWE,2018,Sexual orientation and gender identity
Sweden,SWE,2019,Sexual orientation and gender identity
Sweden,SWE,2020,Sexual orientation and gender identity
Sweden,SWE,2021,Sexual orientation and gender identity
Sweden,SWE,2022,Sexual orientation and gender identity
Sweden,SWE,2023,Sexual orientation and gender identity
Sweden,SWE,2024,Sexual orientation and gender identity
Switzerland,CHE,2024,No protections
Syria,SYR,2024,No protections
Taiwan,TWN,2007,Sexual orientation and gender identity
Taiwan,TWN,2008,Sexual orientation and gender identity
Taiwan,TWN,2009,Sexual orientation and gender identity
Taiwan,TWN,2010,Sexual orientation and gender identity
Taiwan,TWN,2011,Sexual orientation and gender identity
Taiwan,TWN,2012,Sexual orientation and gender identity
Taiwan,TWN,2013,Sexual orientation and gender identity
Taiwan,TWN,2014,Sexual orientation and gender identity
Taiwan,TWN,2015,Sexual orientation and gender identity
Taiwan,TWN,2016,Sexual orientation and gender identity
Taiwan,TWN,2017,Sexual orientation and gender identity
Taiwan,TWN,2018,Sexual orientation and gender identity
Taiwan,TWN,2019,Sexual orientation and gender identity
Taiwan,TWN,2020,Sexual orientation and gender identity
Taiwan,TWN,2021,Sexual orientation and gender identity
Taiwan,TWN,2022,Sexual orientation and gender identity
Taiwan,TWN,2023,Sexual orientation and gender identity
Taiwan,TWN,2024,Sexual orientation and gender identity
Tajikistan,TJK,1994,No protections
Tajikistan,TJK,1995,No protections
Tajikistan,TJK,1996,No protections
Tajikistan,TJK,1997,No protections
Tajikistan,TJK,1998,No protections
Tajikistan,TJK,1999,No protections
Tajikistan,TJK,2000,No protections
Tajikistan,TJK,2001,No protections
Tajikistan,TJK,2002,No protections
Tajikistan,TJK,2003,No protections
Tajikistan,TJK,2004,No protections
Tajikistan,TJK,2005,No protections
Tajikistan,TJK,2006,No protections
Tajikistan,TJK,2007,No protections
Tajikistan,TJK,2008,No protections
Tajikistan,TJK,2009,No protections
Tajikistan,TJK,2010,No protections
Tajikistan,TJK,2011,No protections
Tajikistan,TJK,2012,No protections
Tajikistan,TJK,2013,No protections
Tajikistan,TJK,2014,No protections
Tajikistan,TJK,2015,No protections
Tajikistan,TJK,2016,No protections
Tajikistan,TJK,2017,No protections
Tajikistan,TJK,2018,No protections
Tajikistan,TJK,2019,No protections
Tajikistan,TJK,2020,No protections
Tajikistan,TJK,2021,No protections
Tajikistan,TJK,2022,No protections
Tajikistan,TJK,2023,No protections
Tajikistan,TJK,2024,No protections
Tanzania,TZA,1977,No protections
Tanzania,TZA,1978,No protections
Tanzania,TZA,1979,No protections
Tanzania,TZA,1980,No protections
Tanzania,TZA,1981,No protections
Tanzania,TZA,1982,No protections
Tanzania,TZA,1983,No protections
Tanzania,TZA,1984,No protections
Tanzania,TZA,1985,No protections
Tanzania,TZA,1986,No protections
Tanzania,TZA,1987,No protections
Tanzania,TZA,1988,No protections
Tanzania,TZA,1989,No protections
Tanzania,TZA,1990,No protections
Tanzania,TZA,1991,No protections
Tanzania,TZA,1992,No protections
Tanzania,TZA,1993,No protections
Tanzania,TZA,1994,No protections
Tanzania,TZA,1995,No protections
Tanzania,TZA,1996,No protections
Tanzania,TZA,1997,No protections
Tanzania,TZA,1998,No protections
Tanzania,TZA,1999,No protections
Tanzania,TZA,2000,No protections
Tanzania,TZA,2001,No protections
Tanzania,TZA,2002,No protections
Tanzania,TZA,2003,No protections
Tanzania,TZA,2004,No protections
Tanzania,TZA,2005,No protections
Tanzania,TZA,2006,No protections
Tanzania,TZA,2007,No protections
Tanzania,TZA,2008,No protections
Tanzania,TZA,2009,No protections
Tanzania,TZA,2010,No protections
Tanzania,TZA,2011,No protections
Tanzania,TZA,2012,No protections
Tanzania,TZA,2013,No protections
Tanzania,TZA,2014,No protections
Tanzania,TZA,2015,No protections
Tanzania,TZA,2016,No protections
Tanzania,TZA,2017,No protections
Tanzania,TZA,2018,No protections
Tanzania,TZA,2019,No protections
Tanzania,TZA,2020,No protections
Tanzania,TZA,2021,No protections
Tanzania,TZA,2022,No protections
Tanzania,TZA,2023,No protections
Tanzania,TZA,2024,No protections
Thailand,THA,2015,Sexual orientation and gender identity
Thailand,THA,2016,Sexual orientation and gender identity
Thailand,THA,2017,Sexual orientation and gender identity
Thailand,THA,2018,Sexual orientation and gender identity
Thailand,THA,2019,Sexual orientation and gender identity
Thailand,THA,2020,Sexual orientation and gender identity
Thailand,THA,2021,Sexual orientation and gender identity
Thailand,THA,2022,Sexual orientation and gender identity
Thailand,THA,2023,Sexual orientation and gender identity
Thailand,THA,2024,Sexual orientation and gender identity
Togo,TGO,1980,No protections
Togo,TGO,1981,No protections
Togo,TGO,1982,No protections
Togo,TGO,1983,No protections
Togo,TGO,1984,No protections
Togo,TGO,1985,No protections
Togo,TGO,1986,No protections
Togo,TGO,1987,No protections
Togo,TGO,1988,No protections
Togo,TGO,1989,No protections
Togo,TGO,1990,No protections
Togo,TGO,1991,No protections
Togo,TGO,1992,No protections
Togo,TGO,1993,No protections
Togo,TGO,1994,No protections
Togo,TGO,1995,No protections
Togo,TGO,1996,No protections
Togo,TGO,1997,No protections
Togo,TGO,1998,No protections
Togo,TGO,1999,No protections
Togo,TGO,2000,No protections
Togo,TGO,2001,No protections
Togo,TGO,2002,No protections
Togo,TGO,2003,No protections
Togo,TGO,2004,No protections
Togo,TGO,2005,No protections
Togo,TGO,2006,No protections
Togo,TGO,2007,No protections
Togo,TGO,2008,No protections
Togo,TGO,2009,No protections
Togo,TGO,2010,No protections
Togo,TGO,2011,No protections
Togo,TGO,2012,No protections
Togo,TGO,2013,No protections
Togo,TGO,2014,No protections
Togo,TGO,2015,No protections
Togo,TGO,2016,No protections
Togo,TGO,2017,No protections
Togo,TGO,2018,No protections
Togo,TGO,2019,No protections
Togo,TGO,2020,No protections
Togo,TGO,2021,No protections
Togo,TGO,2022,No protections
Togo,TGO,2023,No protections
Togo,TGO,2024,No protections
Tonga,TON,2024,No protections
Trinidad and Tobago,TTO,2001,No protections
Trinidad and Tobago,TTO,2002,No protections
Trinidad and Tobago,TTO,2003,No protections
Trinidad and Tobago,TTO,2004,No protections
Trinidad and Tobago,TTO,2005,No protections
Trinidad and Tobago,TTO,2006,No protections
Trinidad and Tobago,TTO,2007,No protections
Trinidad and Tobago,TTO,2008,No protections
Trinidad and Tobago,TTO,2009,No protections
Trinidad and Tobago,TTO,2010,No protections
Trinidad and Tobago,TTO,2011,No protections
Trinidad and Tobago,TTO,2012,No protections
Trinidad and Tobago,TTO,2013,No protections
Trinidad and Tobago,TTO,2014,No protections
Trinidad and Tobago,TTO,2015,No protections
Trinidad and Tobago,TTO,2016,No protections
Trinidad and Tobago,TTO,2017,No protections
Trinidad and Tobago,TTO,2018,No protections
Trinidad and Tobago,TTO,2019,No protections
Trinidad and Tobago,TTO,2020,No protections
Trinidad and Tobago,TTO,2021,No protections
Trinidad and Tobago,TTO,2022,No protections
Trinidad and Tobago,TTO,2023,No protections
Trinidad and Tobago,TTO,2024,No protections
Tunisia,TUN,1957,No protections
Tunisia,TUN,1958,No protections
Tunisia,TUN,1959,No protections
Tunisia,TUN,1960,No protections
Tunisia,TUN,1961,No protections
Tunisia,TUN,1962,No protections
Tunisia,TUN,1963,No protections
Tunisia,TUN,1964,No protections
Tunisia,TUN,1965,No protections
Tunisia,TUN,1966,No protections
Tunisia,TUN,1967,No protections
Tunisia,TUN,1968,No protections
Tunisia,TUN,1969,No protections
Tunisia,TUN,1970,No protections
Tunisia,TUN,1971,No protections
Tunisia,TUN,1972,No protections
Tunisia,TUN,1973,No protections
Tunisia,TUN,1974,No protections
Tunisia,TUN,1975,No protections
Tunisia,TUN,1976,No protections
Tunisia,TUN,1977,No protections
Tunisia,TUN,1978,No protections
Tunisia,TUN,1979,No protections
Tunisia,TUN,1980,No protections
Tunisia,TUN,1981,No protections
Tunisia,TUN,1982,No protections
Tunisia,TUN,1983,No protections
Tunisia,TUN,1984,No protections
Tunisia,TUN,1985,No protections
Tunisia,TUN,1986,No protections
Tunisia,TUN,1987,No protections
Tunisia,TUN,1988,No protections
Tunisia,TUN,1989,No protections
Tunisia,TUN,1990,No protections
Tunisia,TUN,1991,No protections
Tunisia,TUN,1992,No protections
Tunisia,TUN,1993,No protections
Tunisia,TUN,1994,No protections
Tunisia,TUN,1995,No protections
Tunisia,TUN,1996,No protections
Tunisia,TUN,1997,No protections
Tunisia,TUN,1998,No protections
Tunisia,TUN,1999,No protections
Tunisia,TUN,2000,No protections
Tunisia,TUN,2001,No protections
Tunisia,TUN,2002,No protections
Tunisia,TUN,2003,No protections
Tunisia,TUN,2004,No protections
Tunisia,TUN,2005,No protections
Tunisia,TUN,2006,No protections
Tunisia,TUN,2007,No protections
Tunisia,TUN,2008,No protections
Tunisia,TUN,2009,No protections
Tunisia,TUN,2010,No protections
Tunisia,TUN,2011,No protections
Tunisia,TUN,2012,No protections
Tunisia,TUN,2013,No protections
Tunisia,TUN,2014,No protections
Tunisia,TUN,2015,No protections
Tunisia,TUN,2016,No protections
Tunisia,TUN,2017,No protections
Tunisia,TUN,2018,No protections
Tunisia,TUN,2019,No protections
Tunisia,TUN,2020,No protections
Tunisia,TUN,2021,No protections
Tunisia,TUN,2022,No protections
Tunisia,TUN,2023,No protections
Tunisia,TUN,2024,No protections
Turkey,TUR,2018,Sexual orientation only
Turkey,TUR,2019,Sexual orientation only
Turkey,TUR,2020,Sexual orientation only
Turkey,TUR,2021,Sexual orientation only
Turkey,TUR,2022,Sexual orientation only
Turkey,TUR,2023,Sexual orientation only
Turkey,TUR,2024,Sexual orientation only
Turkmenistan,TKM,2009,Gender identity only
Turkmenistan,TKM,2010,Gender identity only
Turkmenistan,TKM,2011,Gender identity only
Turkmenistan,TKM,2012,Gender identity only
Turkmenistan,TKM,2013,Gender identity only
Turkmenistan,TKM,2014,Gender identity only
Turkmenistan,TKM,2015,Gender identity only
Turkmenistan,TKM,2016,Gender identity only
Turkmenistan,TKM,2017,Gender identity only
Turkmenistan,TKM,2018,Gender identity only
Turkmenistan,TKM,2019,Gender identity only
Turkmenistan,TKM,2020,Gender identity only
Turkmenistan,TKM,2021,Gender identity only
Turkmenistan,TKM,2022,Gender identity only
Turkmenistan,TKM,2023,Gender identity only
Turkmenistan,TKM,2024,Gender identity only
Tuvalu,TUV,2017,Sexual orientation only
Tuvalu,TUV,2018,Sexual orientation only
Tuvalu,TUV,2019,Sexual orientation only
Tuvalu,TUV,2020,Sexual orientation only
Tuvalu,TUV,2021,Sexual orientation only
Tuvalu,TUV,2022,Sexual orientation only
Tuvalu,TUV,2023,Sexual orientation only
Tuvalu,TUV,2024,Sexual orientation only
Uganda,UGA,2024,No protections
Ukraine,UKR,2015,Sexual orientation and gender identity
Ukraine,UKR,2016,Sexual orientation and gender identity
Ukraine,UKR,2017,Sexual orientation and gender identity
Ukraine,UKR,2018,Sexual orientation and gender identity
Ukraine,UKR,2019,Sexual orientation and gender identity
Ukraine,UKR,2020,Sexual orientation and gender identity
Ukraine,UKR,2021,Sexual orientation and gender identity
Ukraine,UKR,2022,Sexual orientation and gender identity
Ukraine,UKR,2023,Sexual orientation and gender identity
Ukraine,UKR,2024,Sexual orientation and gender identity
United Arab Emirates,ARE,1971,No protections
United Arab Emirates,ARE,1972,No protections
United Arab Emirates,ARE,1973,No protections
United Arab Emirates,ARE,1974,No protections
United Arab Emirates,ARE,1975,No protections
United Arab Emirates,ARE,1976,No protections
United Arab Emirates,ARE,1977,No protections
United Arab Emirates,ARE,1978,No protections
United Arab Emirates,ARE,1979,No protections
United Arab Emirates,ARE,1980,No protections
United Arab Emirates,ARE,1981,No protections
United Arab Emirates,ARE,1982,No protections
United Arab Emirates,ARE,1983,No protections
United Arab Emirates,ARE,1984,No protections
